0,0.0784591,0.156434,0.233445,0.309017,0.382683,0.45399,0.522499,0.587785,0.649448,0.707107,0.760406,0.809017,0.85264,0.891007,0.92388,0.951057,0.97237,0.987688,0.996917,1,0.996917,0.987688,0.97237,0.951057,0.92388,0.891007,0.85264,0.809017,0.760406,0.707107,0.649448,0.587785,0.522499,0.453991,0.382683,0.309017,0.233445,0.156435,0.0784591,5.35898e-008,
0,0.0725125,0.144578,0.215752,0.285596,0.353679,0.419581,0.482897,0.543236,0.600225,0.653513,0.702773,0.7477,0.788016,0.823475,0.853856,0.878974,0.898672,0.912829,0.921359,0.924208,0.921359,0.912829,0.898672,0.878974,0.853856,0.823475,0.788016,0.7477,0.702773,0.653513,0.600225,0.543236,0.482897,0.419581,0.353679,0.285596,0.215752,0.144578,0.0725125,0,
0,0.0670129,0.133613,0.199389,0.263935,0.326855,0.387759,0.446273,0.502035,0.554702,0.603949,0.649473,0.690992,0.728251,0.76102,0.789098,0.81231,0.830514,0.843598,0.85148,0.854113,0.85148,0.843598,0.830514,0.81231,0.789098,0.76102,0.728251,0.690992,0.649473,0.603949,0.554702,0.502035,0.446273,0.387759,0.326855,0.263936,0.199389,0.133613,0.067013,0,
0,0.0619266,0.123471,0.184255,0.243902,0.302046,0.358328,0.4124,0.46393,0.512599,0.558109,0.600177,0.638545,0.672976,0.703258,0.729204,0.750654,0.767477,0.779567,0.786852,0.789285,0.786852,0.779567,0.767477,0.750654,0.729204,0.703258,0.672976,0.638545,0.600177,0.558109,0.512599,0.46393,0.4124,0.358328,0.302046,0.243902,0.184255,0.123471,0.0619266,0,
0,0.057222,0.114091,0.170257,0.225373,0.2791,0.331105,0.38107,0.428685,0.473657,0.515709,0.554581,0.590034,0.62185,0.649831,0.673806,0.693627,0.709171,0.720343,0.727074,0.729322,0.727074,0.720343,0.709171,0.693627,0.673806,0.649831,0.62185,0.590034,0.554581,0.515709,0.473657,0.428685,0.38107,0.331105,0.2791,0.225373,0.170257,0.114091,0.057222,0,
0,0.0528702,0.105414,0.157309,0.208233,0.257874,0.305924,0.352089,0.396083,0.437635,0.476489,0.512405,0.545161,0.574557,0.600411,0.622562,0.640876,0.655238,0.66556,0.671779,0.673857,0.671779,0.66556,0.655238,0.640876,0.622562,0.600411,0.574557,0.545161,0.512405,0.476489,0.437635,0.396083,0.352089,0.305924,0.257874,0.208233,0.157309,0.105414,0.0528702,0,
0,0.0488443,0.0973875,0.14533,0.192377,0.238238,0.28263,0.325279,0.365923,0.404311,0.440206,0.473387,0.50365,0.530807,0.554692,0.575157,0.592076,0.605344,0.614881,0.620626,0.622545,0.620626,0.614881,0.605344,0.592076,0.575157,0.554692,0.530807,0.50365,0.473387,0.440206,0.404311,0.365923,0.325279,0.28263,0.238238,0.192377,0.14533,0.0973876,0.0488443,0,
0,0.0451197,0.0899611,0.134248,0.177707,0.220071,0.261077,0.300474,0.338019,0.37348,0.406638,0.437288,0.465243,0.49033,0.512393,0.531298,0.546926,0.559183,0.567992,0.5733,0.575072,0.5733,0.567992,0.559183,0.546926,0.531298,0.512393,0.49033,0.465243,0.437288,0.406638,0.37348,0.338019,0.300474,0.261077,0.220071,0.177707,0.134248,0.0899611,0.0451197,0,
0,0.0416731,0.0830893,0.123993,0.164133,0.20326,0.241135,0.277522,0.312199,0.344951,0.375576,0.403886,0.429705,0.452875,0.473253,0.490714,0.505149,0.516469,0.524605,0.529507,0.531145,0.529507,0.524605,0.516469,0.505149,0.490714,0.473253,0.452875,0.429705,0.403886,0.375576,0.344951,0.312199,0.277522,0.241135,0.20326,0.164133,0.123993,0.0830893,0.0416731,0,
0,0.0384836,0.0767298,0.114503,0.15157,0.187703,0.222679,0.256281,0.288304,0.318549,0.34683,0.372973,0.396816,0.418213,0.437031,0.453155,0.466486,0.47694,0.484453,0.48898,0.490492,0.48898,0.484453,0.47694,0.466486,0.453155,0.437031,0.418213,0.396816,0.372973,0.34683,0.318549,0.288304,0.256281,0.222679,0.187703,0.15157,0.114503,0.0767298,0.0384836,0,
